,Production Run ID,Date,Temperature (°C),Pressure (Pa),Cooling Rate (°C/min),Machine Speed (RPM),Raw Material Quality (Score),Humidity (%),Ambient Temperature (°C),Maintenance (Days Since),Operator Shift,Batch Size (Units),Energy Consumption (kWh),Production Line,Production Output (Units),Defect Rate (%),Downtime (Minutes)
1255,1256,2023-02-22 07:00:00,187.178654206938,5129.696094564379,4.990157612544171,1487.8654038789466,83.9805947528286,48.72700836176554,26.812860368323477,30.0,Day,121.0,44.20152368179001,Line 3,1033,1.8540525972069513,29.0
1256,1257,2023-02-22 08:00:00,208.35969243160008,4706.144329040988,5.563209140843558,1388.8040877863982,85.83015305283104,44.06278029127103,24.89807776841954,33.0,Day,109.0,44.69984645472018,Line 3,949,2.093001986241376,25.0
1257,1258,2023-02-22 09:00:00,195.51861076269847,4900.429567196727,4.245749583644254,1545.683835383716,83.23633735390206,48.72371137307143,25.31366826944623,28.0,Night,100.0,48.60534735953178,Line 1,1003,1.7427650177772736,
1258,1259,2023-02-22 10:00:00,187.19811015917787,4857.9573839298155,4.811731448653468,1462.57826346315,79.74399747784862,47.80076911430807,26.067392749053923,28.0,Day,92.0,46.08762245963378,Line 3,990,,26.0
1259,1260,2023-02-22 11:00:00,195.076442254606,5178.137880821756,5.146672122483132,1495.1890500925674,78.96971624832635,46.63521661388115,26.58468563785019,,Night,84.0,48.6944948985195,Line 3,969,1.6240117453210288,
1260,1261,2023-02-22 12:00:00,401.243651453597,15292.76402975533,0.5772758682497819,,42.906476557544565,74.27578796142642,,110.0,Night,460.0,114.23951198800508,Line 3,1008,9.376094532262362,340.0
1261,1262,2023-02-22 13:00:00,202.4013050821865,5141.547346194821,4.665529522175628,1551.5059075395252,91.78448166155934,44.688467426408714,25.468613066266116,36.0,Night,85.0,50.83526910110789,Line 3,958,1.7364905874532597,39.0
1262,1263,2023-02-22 14:00:00,192.50983549055837,5189.11947246516,4.593297523230461,1568.4445785612893,81.27419043186616,52.683819682755704,22.17602600391391,31.0,Day,88.0,58.22943216358905,Line 3,1005,2.017214276088276,23.0
1263,1264,2023-02-22 15:00:00,197.8395622160523,4872.105633681469,5.3325090196065155,1570.5713489603168,84.8769433427744,52.17540058941371,26.67852612523777,25.0,Night,99.0,56.711794905967146,Line 2,1080,1.8456019396279462,37.0
1264,1265,2023-02-22 16:00:00,186.07202875793018,4826.46017797054,3.8614122300247375,1436.1477320291003,81.44585101618907,50.32922037282512,21.36560478667986,35.0,Day,,44.133447547736644,Line 3,997,2.2958831586439303,28.0
1265,1266,2023-02-22 17:00:00,192.92217713121033,4663.234230567757,4.71668715564562,1532.7157407534432,88.00913217511459,52.70430430516753,25.077832814819477,32.0,Day,96.0,49.86568510090577,Line 1,988,1.7135356594175646,26.0
1266,1267,2023-02-22 18:00:00,186.3800087886047,5025.513265967329,5.295334736835601,1456.4168032822522,84.37338296807104,55.16978440081368,25.434991752401586,32.0,Night,,51.35229148353963,Line 2,1029,1.9681554596207016,33.0
1267,1268,2023-02-22 19:00:00,199.20721062076237,4843.500264030716,5.176368292969489,1507.433743715334,89.94000138183311,42.96859810405477,20.604907992198566,30.0,Day,116.0,49.17579008488163,Line 2,967,2.0088467920731166,24.0
1268,1269,2023-02-22 20:00:00,191.62498214988608,5090.241483432152,5.101095400926407,1548.1676057751224,85.58832003937712,58.04057287742816,22.802032161497568,36.0,Night,117.0,48.93288785496596,Line 1,1021,2.807724107887156,44.0
1269,1270,2023-02-22 21:00:00,220.74711901693018,5232.079969684549,4.179924476685471,1486.9521124999567,85.59919322392257,58.361570972535276,28.847061352119947,40.0,Night,,47.11744471944479,Line 1,1025,2.515749831290392,34.0
1270,1271,2023-02-22 22:00:00,203.82918513042335,5186.033487872453,4.362384455441631,1511.0319912688028,80.73424094622085,54.2936440359983,22.539821184417214,28.0,Night,88.0,54.537872357830885,Line 2,997,2.5095067846001977,25.0
1271,1272,2023-02-22 23:00:00,183.7372412795967,5024.173425652328,5.671335412300107,1469.0567572222901,80.81992183268241,48.36764474930518,26.740958302593093,34.0,Night,,53.87927324935578,Line 3,964,2.8538258161299916,39.0
1272,1273,2023-02-23 00:00:00,192.537263123732,5015.594945270143,4.952808908527658,1554.5853979132946,87.29925174808163,60.63588899098576,21.421098743737016,25.0,Night,98.0,51.67645246871965,Line 1,1016,2.040750851266628,23.0
1273,1274,2023-02-23 01:00:00,207.02455299504038,4998.153793363579,4.890767599418959,1489.1565278617607,86.14956476150275,55.59667410291342,,34.0,Night,101.0,52.257087799119866,Line 1,983,2.168183896057319,32.0
1274,1275,2023-02-23 02:00:00,202.4459690461611,5424.97229952002,,1473.288102910005,95.069315745752,42.52135224987467,27.2453881833927,32.0,Day,103.0,39.822959818319774,Line 2,980,1.891603970375594,
1275,1276,2023-02-23 03:00:00,184.2895115511468,4883.526614625413,5.009257086234852,1517.012556066351,,48.11983750947115,,32.0,Night,92.0,40.88793251387194,Line 3,990,2.296029797852437,29.0
1276,1277,2023-02-23 04:00:00,192.12747777230499,5015.84162901739,4.7558173110377036,1546.0144240260609,89.95552721799699,53.02374428144206,25.038979512796292,16.0,Day,113.0,58.5102391604603,Line 1,1022,2.8773989656257424,29.0
1277,1278,2023-02-23 05:00:00,206.43291233263284,4963.800949514132,5.428461909322952,1430.253163484962,85.65116695049556,43.66077966824179,26.171232926473227,22.0,Day,97.0,51.863729813657514,Line 3,964,0.8809144215667264,26.0
1278,1279,2023-02-23 06:00:00,203.71234129008488,4843.3720589609775,4.4731042610327245,1522.8927525740417,,55.51435973118539,29.014594096354287,20.0,Day,105.0,52.6125609771278,Line 2,993,2.5208209914372044,39.0
1279,1280,2023-02-23 07:00:00,205.76189277552095,4924.037151172824,5.417418510568012,1475.084059359927,71.62575927030224,49.01982056233232,24.386067530863,31.0,Day,107.0,43.43385782808308,Line 1,995,2.8432592187340764,29.0
1280,1281,2023-02-23 08:00:00,197.20001400861648,,5.82218125149592,1533.3557054195123,81.82249080648174,45.06693853141123,25.22082245014673,34.0,Night,97.0,42.50938985613841,Line 3,1022,2.647024343465625,30.0
1281,1282,2023-02-23 09:00:00,191.43421086990756,4763.0459697042525,5.308922343374487,1474.0950244268652,82.45288664947721,,24.31737355830229,28.0,Night,,52.78788851047675,Line 2,954,1.3313076817170302,30.0
1282,1283,2023-02-23 10:00:00,187.23979219226294,5329.715046737683,4.382990336792661,1456.8329106570563,82.44247546123127,47.2281348123993,22.76077897200249,32.0,Day,94.0,42.44753622096501,Line 1,969,1.2377881272155231,35.0
1283,1284,2023-02-23 11:00:00,209.49581010535428,5145.245827140248,5.410574320571051,1464.4998414859176,89.50900555482754,41.39698322454294,20.458516553067724,39.0,Night,101.0,55.568157175140676,Line 1,999,2.201792605282587,21.0
1284,1285,2023-02-23 12:00:00,219.4356620441743,5218.392388181894,4.755186683071555,1508.275093107001,82.7095599380121,49.79711144135213,22.386321681365477,25.0,Day,113.0,52.27205860377554,Line 2,992,1.267391841052529,25.0
1285,1286,2023-02-23 13:00:00,202.7700506628134,4967.735588092475,4.738341618080767,,86.36445606937711,47.907202145628915,28.467357602128054,25.0,Night,88.0,54.25701582246313,Line 3,997,0.4515831403247308,32.0
1286,1287,2023-02-23 14:00:00,209.35790553620285,4937.389620386941,5.067593237681382,1468.764191673416,78.0304944846021,50.579162477316366,29.88096227198192,41.0,Night,115.0,49.24486782317334,Line 1,1016,2.3528606432158363,26.0
1287,1288,2023-02-23 15:00:00,192.01010192663998,,4.876379504443188,1502.7538274789183,86.94363709610684,44.60219719469681,21.766736879468333,31.0,Night,114.0,49.55071504835741,Line 3,961,2.795875910183939,24.0
1288,1289,2023-02-23 16:00:00,,,4.7679754364254725,1467.7478572116383,78.50262032907112,50.8062178472482,27.21824110994844,31.0,Day,113.0,56.33746805598729,Line 1,1000,2.592931245123702,
1289,1290,2023-02-23 17:00:00,199.37043491535744,5259.9677405442435,5.342984781919635,1481.284208475643,88.37973800429938,62.0731009419578,,28.0,Day,,48.525074899547775,Line 2,963,2.6494262131442956,26.0
1290,1291,2023-02-23 18:00:00,203.84970083565887,5279.341740226062,5.057763957167819,1475.3246414681446,89.8345180181814,43.752746802698226,29.569331289621047,31.0,Night,92.0,60.34178145574096,Line 2,952,1.7823318981621277,45.0
1291,1292,2023-02-23 19:00:00,200.77623503447916,5109.9364433131395,4.044084701580347,1464.6177318399962,77.50274241322501,50.325619086850686,24.89833651270249,22.0,Day,81.0,43.825827089451494,Line 1,1049,1.9134571479037037,31.0
1292,1293,2023-02-23 20:00:00,227.77067448690337,5339.615532935815,5.511537118370452,1439.0109387045495,94.61626771405575,51.59781706397736,23.006656806007175,43.0,Night,112.0,50.420312360234206,Line 3,984,1.6332035668525633,39.0
1293,1294,2023-02-23 21:00:00,207.99624872444755,5479.279563365806,5.599518255984814,1496.304645049784,82.72647051016351,50.33034875727121,25.606873507745522,,Day,103.0,41.056389179447834,Line 1,1020,1.4565305406334048,25.0
1294,1295,2023-02-23 22:00:00,212.99295245555084,5369.360289577595,5.300724016876247,1556.6370626858559,86.81108400530599,49.87614425110563,20.549034169947163,28.0,Night,109.0,50.104217693677136,Line 3,968,2.1512681575747186,28.0
1295,1296,2023-02-23 23:00:00,202.70828760393258,4906.168887685713,5.330248620818829,1504.2544625937105,88.82343617898505,50.390657551371646,25.437370270288202,20.0,Day,116.0,55.03788537451085,Line 1,1018,,38.0
1296,1297,2023-02-24 00:00:00,178.74084687501826,4516.217724058071,4.888829706193928,1485.1025660512648,81.63022071768285,47.851832232021785,24.091421310115052,,Night,84.0,51.38763869472142,Line 2,994,1.3441264513064624,32.0
1297,1298,2023-02-24 01:00:00,408.96632406484395,15445.682293592556,0.44018204921205756,2310.4328979483835,40.747890601872065,87.59878120271821,36.14444346457104,165.0,Night,520.0,105.13794567470498,Line 3,1010,6.35707785335425,350.0
1298,1299,2023-02-24 02:00:00,210.9525557793777,5085.37145622107,5.088814188075723,1475.3911530815267,82.8806455841397,52.06779875258833,23.106250277533267,,Night,86.0,53.676127388122026,Line 3,1040,2.0952292047305527,24.0
1299,1300,2023-02-24 03:00:00,213.9346148035746,5021.787707728791,5.774081440184791,1509.6452615615651,87.28814568781264,46.88392970737498,22.624940122259908,31.0,Night,117.0,51.636893387155055,Line 2,990,2.670699605935577,37.0
1300,1301,2023-02-24 04:00:00,199.32779435096697,4953.620354523098,5.136396936232528,1422.217447718718,87.92017311527117,56.05513762126995,25.878776830276678,30.0,Day,103.0,52.31999982527411,Line 2,999,1.8153076072687013,32.0
1301,1302,2023-02-24 05:00:00,185.64795527635067,5270.133868308465,5.83075815650636,1499.792795662928,91.97800302750682,46.38082242529712,25.233234606153626,22.0,Day,95.0,48.088998595145796,Line 3,1006,2.7428250287897167,31.0
1302,1303,2023-02-24 06:00:00,197.1071925288116,,5.854991542989094,1483.3514311156569,,44.32599463222475,24.35810123396813,50.0,Night,99.0,53.12177176526367,Line 1,1054,2.1203484863637625,23.0
1303,1304,2023-02-24 07:00:00,185.50159810348632,5306.399140663251,4.981997994742445,1406.880563420781,91.15419969780707,47.89400612754607,26.109646845995883,37.0,Day,,47.18859305922712,Line 2,1022,1.7899692423946612,30.0
1304,1305,2023-02-24 08:00:00,212.8713570493143,5346.744275478886,4.7681289643340286,1477.604937499916,89.37052161876902,57.17277209668087,24.718732177261273,37.0,Night,97.0,53.318662057741335,Line 3,1016,1.8788136298019424,26.0
1305,1306,2023-02-24 09:00:00,204.53863403815686,5030.035388231825,4.785455177447776,1382.54021940971,88.9868497100546,44.411557566675015,24.272910952561116,29.0,Day,82.0,48.21247397154807,Line 3,996,1.7949892566468943,32.0
1306,1307,2023-02-24 10:00:00,194.87560204339155,5056.844501660771,4.9367860762903275,1470.485634541616,82.98262485250098,48.56916372918841,22.92998472479644,29.0,Day,96.0,,Line 2,1023,1.9013399859025062,26.0
1307,1308,2023-02-24 11:00:00,207.4212798899134,4762.850616728162,4.51301922228226,,82.23040899682597,47.07888011281602,28.230044940885655,25.0,Day,104.0,49.989413922591595,Line 1,1002,2.577255811043096,32.0
1308,1309,2023-02-24 12:00:00,214.69135981920078,5200.897392503995,5.278424205449445,1454.6427338495625,77.28505995328996,54.28315380707235,31.80669287240978,30.0,Day,100.0,48.8866825953672,Line 1,982,1.2500349987032373,39.0
1309,1310,2023-02-24 13:00:00,207.84159635089125,5254.251377909027,5.478374747503099,1464.473234374004,91.99378596467072,44.62388066866674,,35.0,Day,103.0,59.15323619194321,Line 1,990,1.5149083594961321,24.0
1310,1311,2023-02-24 14:00:00,219.99685722708728,5152.864711961526,4.074720281203406,1423.9952615699235,85.23828337567316,53.15200269383602,24.261513201636397,34.0,Day,94.0,47.29043017205039,Line 2,966,1.7221526582181483,32.0
1311,1312,2023-02-24 15:00:00,191.14470665786416,,5.892074210752469,1514.4264094472956,86.66963767203772,43.33030906726421,24.47574865425333,29.0,Day,87.0,52.15228915013181,Line 1,975,1.9136915811818664,23.0
1312,1313,2023-02-24 16:00:00,209.7299591833265,4678.117610891221,4.735986715457362,1477.8638485618965,70.936210664358,55.46554008871396,25.48483246775376,22.0,Day,89.0,48.2445664424943,Line 1,1011,1.6748006148220962,30.0
1313,1314,2023-02-24 17:00:00,185.40890136439782,4951.937897203782,4.8523469982976195,1497.9687971271921,81.70750654075735,52.79026133680946,33.337179601255286,36.0,Night,91.0,50.765316343659606,Line 1,925,2.04068739892609,22.0
1314,1315,2023-02-24 18:00:00,218.9390416745241,5015.839840051098,5.1539067434132955,1557.4554097342564,89.86803196201721,53.66866139661772,25.16556952320626,36.0,Night,97.0,,Line 3,1060,2.1221821930622764,42.0
1315,1316,2023-02-24 19:00:00,207.28093733323828,5203.040176407301,4.580771434172979,,,50.90128240660574,23.963008526571414,24.0,Day,97.0,53.12828777889219,Line 2,987,2.281111466596396,
1316,1317,2023-02-24 20:00:00,196.26527169972877,4951.897312061818,4.704567936521368,1563.2191779196824,81.692265656359,44.66941848065666,26.834134565504677,26.0,Day,98.0,45.57278638268237,Line 2,988,2.5664955931818585,37.0
1317,1318,2023-02-24 21:00:00,188.4425946574019,5212.523364073697,4.584570774941705,1487.2416020651906,84.41358212832793,53.97576943828754,27.49387414241003,38.0,Night,97.0,48.453581870416805,Line 3,1023,2.3587195889396217,22.0
1318,1319,2023-02-24 22:00:00,194.60072007636307,5225.835478428656,4.999204898423689,1552.5635660878586,94.89429096573983,52.94020804066235,23.179399457499557,34.0,Day,93.0,59.647806708704294,Line 1,945,2.8547589144082304,42.0
1319,1320,2023-02-24 23:00:00,197.40509186210136,5094.7132635722,4.709296870947417,1494.374172740239,83.8222588743848,46.18947944114965,24.73820161432303,25.0,Day,84.0,44.88772630666605,Line 2,952,2.620124016190173,26.0
1320,1321,2023-02-25 00:00:00,202.161664361758,5173.80763099851,5.1885134172219685,,85.60540793598224,43.811344851851864,24.869056765144922,,Day,91.0,,Line 2,988,3.2424243014994,33.0
1321,1322,2023-02-25 01:00:00,199.82967917036223,4916.786599502736,4.342105125193324,1437.9249545973628,84.96675636845835,50.34598080258763,29.834042350085976,23.0,Night,95.0,59.625720627427725,Line 3,1048,2.7579115589446492,32.0
1322,1323,2023-02-25 02:00:00,193.66416818665422,4771.673357783033,5.222115604901389,1486.9568686198606,86.03967942837225,50.740749522865,25.416578051036876,24.0,Day,103.0,44.73051270857506,Line 3,987,1.2767466866813624,26.0
1323,1324,2023-02-25 03:00:00,211.57452666578345,4886.212750094954,4.436476990708324,1416.839113014467,91.02028684251827,53.652915898846715,26.356727663719955,36.0,Night,109.0,47.25812798012922,Line 2,1023,2.263084585054315,40.0
1324,1325,2023-02-25 04:00:00,183.00758914426956,4833.453488448311,5.505462188964077,1526.4935193849603,97.41104581685649,46.87295702360349,23.205779830508053,36.0,Night,93.0,53.31513052791199,Line 3,984,2.576209206284704,
1325,1326,2023-02-25 05:00:00,205.73295435173952,5242.127774432067,5.406375940019251,1540.996327494394,92.38331099068365,51.926426787693906,26.3824557807985,36.0,Night,110.0,47.29408401575198,Line 2,994,1.6835297425762619,26.0
1326,1327,2023-02-25 06:00:00,201.857225862143,5172.521743578074,3.930338403493355,1425.8431312933435,86.16681343086474,54.90394386957235,24.551563776429052,36.0,Day,104.0,50.1756160221657,Line 2,1046,1.5575891530067434,37.0
1327,1328,2023-02-25 07:00:00,199.93007143799488,4593.91089616828,5.42124649290559,1485.7569195579654,90.9637666725997,39.60617012578252,24.225209945423167,27.0,Day,77.0,57.22780240226111,Line 2,1019,1.7365212272727768,28.0
1328,1329,2023-02-25 08:00:00,206.30127367668567,5035.766613275128,3.6948242110972602,1495.3470897537895,77.52880650918371,38.35411223996512,,35.0,Night,99.0,47.742878281224996,Line 1,976,,34.0
1329,1330,2023-02-25 09:00:00,,4642.846258653221,4.414102711014357,1534.4407166347185,84.9102185412003,50.891300198438216,25.635819007351028,38.0,Night,90.0,46.13081229619098,Line 1,988,2.745811925678249,29.0
1330,1331,2023-02-25 10:00:00,192.3025348606526,4783.215353685878,,1520.5015693050455,81.49998588239886,51.424990683684804,24.535639559130576,30.0,Night,101.0,54.10551164840561,Line 2,962,2.8090043890217924,
1331,1332,2023-02-25 11:00:00,197.1043799509521,5166.4048258709245,4.729410652378761,1479.3118806451996,82.15293947855668,46.850194463174965,22.102473411796513,31.0,Night,81.0,54.073097729355894,Line 2,1010,1.8235991011422503,32.0
1332,1333,2023-02-25 12:00:00,194.73426099738762,4655.140199933683,,1429.2768998254821,89.80348156600884,42.60299930079761,22.27061854629671,28.0,Night,85.0,43.23814978622628,Line 2,962,1.6492420463448036,27.0
1333,1334,2023-02-25 13:00:00,197.6302150031374,4727.159766011165,5.353928802154949,1500.0741955368726,91.8326890041657,59.110654096605195,25.622536013439607,34.0,Day,103.0,45.89769435316368,Line 1,998,2.3099637513468094,26.0
1334,1335,2023-02-25 14:00:00,207.20025609567864,4795.1817745501185,4.785412793444447,1493.5291059775927,78.34605267730542,50.3338805535121,25.283748017065854,33.0,Day,100.0,51.62620851874895,Line 1,931,1.60577229949468,28.0
1335,1336,2023-02-25 15:00:00,201.10423988136407,,,1458.9896738985378,84.1192608795502,50.55683246582559,26.887403525393694,,Night,109.0,54.289249767480676,Line 3,1010,1.2274269697897369,29.0
1336,1337,2023-02-25 16:00:00,200.297192319944,4715.950160208771,5.751642128783539,1605.8888353656523,81.74213602327303,47.506129652299435,25.385377434704335,32.0,Night,116.0,47.18174446234722,Line 3,989,1.8991650995752856,35.0
1337,1338,2023-02-25 17:00:00,,4988.7759856484945,,1508.6465217913692,88.33918693758835,49.246199789011676,21.716887948186706,28.0,Day,101.0,51.552140017837075,Line 3,1002,1.1615034027246347,29.0
1338,1339,2023-02-25 18:00:00,196.69780583010797,4663.046534850398,4.06990879771516,1467.5047463162368,90.5580827355996,48.63160147044211,26.71306664859328,41.0,Night,105.0,55.24537321445689,Line 2,984,2.530719415035638,29.0
1339,1340,2023-02-25 19:00:00,209.03463608958978,4950.196950792686,4.53586275482514,1472.004183863418,96.33137605084652,56.8652854566151,22.419444100401883,31.0,Night,104.0,51.653603634805656,Line 3,1015,1.9728610417008456,30.0
1340,1341,2023-02-25 20:00:00,205.65486905376682,5001.8178838291415,5.061657356454384,1541.617855705782,90.98637185578971,62.413081315296054,28.100296225297058,28.0,Day,,48.900067704007846,Line 1,990,1.6974156173638368,29.0
1341,1342,2023-02-25 21:00:00,200.05558256128654,5150.380427561481,4.607269392951751,1559.4507203742835,90.72807525032954,46.054320662007314,27.88425554844217,35.0,Day,95.0,,Line 3,988,2.3816332202171235,19.0
1342,1343,2023-02-25 22:00:00,188.674764544776,5185.865793686827,6.195240774552813,1530.850743967002,,55.45821396560682,,28.0,Day,91.0,48.91046271606455,Line 3,1059,2.011766233479861,29.0
1343,1344,2023-02-25 23:00:00,213.09355309861806,4724.756844137567,4.67653151870316,1550.8242909890425,81.62234209340829,58.06195549706796,22.507980703646712,33.0,Day,110.0,51.61436130964326,Line 1,937,1.194264181872915,23.0
1344,1345,2023-02-26 00:00:00,206.64539474108568,4735.241566368553,4.6879522319162605,1438.0839032265114,85.27918785480406,45.86078489117576,21.39469514478548,22.0,Day,118.0,43.72556427351503,Line 2,958,1.8046418991629662,27.0
1345,1346,2023-02-26 01:00:00,205.67116461221283,4724.085923769725,4.5073984012633845,1497.7274692263568,97.84027616663171,47.19033229617436,21.103268678164557,31.0,Night,79.0,46.649662490335224,Line 1,1026,1.292515692386135,
1346,1347,2023-02-26 02:00:00,216.99215401691026,5158.171935442228,5.44065703255855,1442.4562687508326,85.38195665137661,44.02262634552659,29.88500682461097,27.0,Night,,65.36814959982668,Line 3,1016,2.074489023708891,26.0
1347,1348,2023-02-26 03:00:00,206.95479950317267,5069.116607989348,4.860512474982899,1540.1827172234432,92.15686220810817,47.03490852801102,22.58427533520549,28.0,Day,97.0,41.69874545412483,Line 1,984,2.1814337012594702,24.0
1348,1349,2023-02-26 04:00:00,199.51454786934323,4929.361382211814,5.406967762531514,1544.8632352168581,82.90556453035686,45.66391170608537,23.813288323867006,28.0,Night,110.0,49.383213867593184,Line 2,1048,2.798600823389666,23.0
1349,1350,2023-02-26 05:00:00,194.89346887995063,4761.589989886948,5.577398021149399,1450.5064280755576,84.88203856048024,48.90004159256687,32.437848388073654,33.0,Night,105.0,52.365264607795346,Line 2,1066,2.057660325385108,32.0
1350,1351,2023-02-26 06:00:00,194.5038286850472,5031.057013857892,5.181687630744208,1470.027476028642,84.89363518139007,43.62125604584941,,36.0,Day,92.0,54.433936034936494,Line 1,1008,1.5257136277163281,27.0
1351,1352,2023-02-26 07:00:00,202.7570785195465,,5.154251646942968,1451.8190360364447,82.53451188949617,53.00897627027817,28.074353907058658,,Day,108.0,53.557744387110674,Line 3,1014,1.5609750469389718,48.0
1352,1353,2023-02-26 08:00:00,209.66671531425501,5260.7416845248235,4.3997026170755795,1511.2747256477444,88.43633504786312,54.21137918737788,27.006103517015035,40.0,Night,104.0,48.26483798355369,Line 2,960,1.6938011715133574,25.0
1353,1354,2023-02-26 09:00:00,209.77943781327494,4705.352781913794,4.242778870709351,1494.9595167133282,78.52977517211009,47.83682329735914,28.123276533701222,26.0,Night,105.0,54.35988430329667,Line 2,942,2.2624844278677054,36.0
1354,1355,2023-02-26 10:00:00,186.19530132836042,5214.210486865289,4.251868450299601,,75.86140845960571,44.64861429694973,17.938678991074617,32.0,Day,102.0,49.853366375175824,Line 2,989,2.240911196488689,23.0
1355,1356,2023-02-26 11:00:00,,4702.732675241911,5.036222654796232,1483.6642477765902,83.68884690190937,51.01256623060201,24.608222319352848,30.0,Night,99.0,50.445017557285794,Line 3,999,1.6394111776867342,28.0
1356,1357,2023-02-26 12:00:00,197.0367907183017,4919.54183254632,6.1522052189034255,,87.75223895397178,,22.94222481737681,38.0,Day,107.0,45.42418685775705,Line 2,987,2.7890770767899413,25.0
1357,1358,2023-02-26 13:00:00,194.11632611256314,4895.991046333793,,,,46.4519962373487,,32.0,Night,101.0,55.001298964580684,Line 2,1010,2.6471056634997217,
1358,1359,2023-02-26 14:00:00,203.660532652026,5053.260472294267,,,96.62957051006023,47.91318504145259,20.611569907334367,34.0,Night,105.0,53.17206823383841,Line 1,992,2.3835560596040497,36.0
1359,1360,2023-02-26 15:00:00,207.87678272869516,4799.506227338397,5.2626435611251985,1423.4946079570136,84.98859228852287,47.678187018708755,24.512277792888128,29.0,Day,91.0,50.07348452003656,Line 2,1097,1.7427498614012074,29.0
1360,1361,2023-02-26 16:00:00,187.66779830351788,5020.57819677328,5.016922617989714,1415.2553427855783,85.38570436752622,53.96914314678414,20.78201499964656,33.0,Night,106.0,55.06255005717344,Line 1,1010,1.067913184371605,31.0
1361,1362,2023-02-26 17:00:00,202.1737444820761,4783.817686099996,4.878405107291733,1419.097693648544,79.99037298210209,50.983996930019856,24.328560494721884,44.0,Night,89.0,47.72520941015189,Line 1,949,1.5361127216965325,31.0
1362,1363,2023-02-26 18:00:00,367.5757839812691,15103.191952406807,0.4784911745181827,2282.861626180383,44.072372361553136,61.29841519686127,35.465558845411664,165.0,Night,505.0,93.81265468230713,Line 1,1015,10.290113386630072,200.0
1363,1364,2023-02-26 19:00:00,207.91912430535544,4736.541945818808,4.775663409886355,1491.7982293332884,90.12733499543675,61.94201799975259,29.852415370722593,35.0,Day,123.0,42.280388824755406,Line 1,1037,1.6418153091286354,33.0
1364,1365,2023-02-26 20:00:00,188.9041495104282,4920.452574133613,5.302686323485954,1561.594246895478,85.99311289695598,47.830597958671945,26.94368897899427,28.0,Day,92.0,45.407767173092154,Line 3,1057,1.9899060658117864,27.0
1365,1366,2023-02-26 21:00:00,201.90746896536473,5000.7371799234215,5.430255169505297,1535.8406746158537,86.5683666956323,53.7682816619842,27.59787939790126,28.0,Day,98.0,46.49208958157624,Line 3,993,,32.0
1366,1367,2023-02-26 22:00:00,196.33566473987463,4949.9618495752375,4.787996227796529,1388.5166580288767,86.2150196917584,50.31129529836962,21.746242094006544,28.0,Day,84.0,43.70388183553666,Line 2,1040,2.0616315695229783,34.0
1367,1368,2023-02-26 23:00:00,194.2954629240307,5168.977234047966,4.78113883206166,1458.9338858387841,80.4874114521068,47.48849514555834,28.84253984620722,29.0,Night,104.0,47.37652566753987,Line 1,993,1.5762937257354155,29.0
1368,1369,2023-02-27 00:00:00,179.99535705130353,4548.221717212182,4.7089165983885986,1416.0824418035181,92.20684706523978,54.778581888943926,,31.0,Night,113.0,49.042127399244926,Line 2,1006,2.7035816084138538,30.0
1369,1370,2023-02-27 01:00:00,186.00856533953578,5034.924959629927,5.500077667442727,1479.8975350048286,,59.028269775399444,24.71692388742646,30.0,Night,92.0,54.336629272802824,Line 2,989,2.7435605733876027,28.0
1370,1371,2023-02-27 02:00:00,199.24814203549838,4833.955991469082,5.439628947455042,1515.5212072757033,93.63525859111635,44.403580513632676,20.653701655093307,29.0,Day,109.0,58.78108930040441,Line 2,1009,2.420269961721154,33.0
1371,1372,2023-02-27 03:00:00,190.69880558300753,5118.185540386255,5.7382094569225295,1503.7652469017305,78.96675570821455,46.08384889007003,26.175215688816618,34.0,Night,95.0,49.705536141257014,Line 2,948,2.4244819380801155,31.0
1372,1373,2023-02-27 04:00:00,196.8137492814635,5006.120170304777,4.594115038972555,1499.118517159639,89.53387438088502,57.73376257977134,24.08333546035103,29.0,Day,99.0,52.17837025656898,Line 2,979,2.747413752027406,27.0
1373,1374,2023-02-27 05:00:00,192.13185774175815,5217.577425470078,4.691152998325411,1441.327167016066,85.93141853303156,60.34506162054829,22.966812962926873,38.0,Day,109.0,52.74542375114811,Line 2,1009,1.1766878518893638,27.0
1374,1375,2023-02-27 06:00:00,197.2172098514651,4953.427221636693,5.8272065078377535,1615.5250951470491,85.45937351712284,51.86985945034459,25.713072848656147,28.0,Day,88.0,48.82673529641856,Line 2,1018,0.8883048727407952,31.0
1375,1376,2023-02-27 07:00:00,187.9827652561624,5246.846291886888,5.6619681580913825,1507.627734027568,82.04451409429888,56.74757829350182,,35.0,Night,87.0,50.289779521101416,Line 2,1009,2.3683702126337374,35.0
1376,1377,2023-02-27 08:00:00,195.23844604864084,5031.325707020866,4.504586470987432,1578.5989929217571,88.35057684395089,47.63602232909589,24.668200878892797,41.0,Night,86.0,49.38198813032708,Line 1,993,2.8884771134573404,25.0
1377,1378,2023-02-27 09:00:00,197.32036508577906,4741.345350694515,4.552623933539907,1540.8537778889006,87.68008440667491,41.665614346512214,21.322208466405147,37.0,Day,82.0,53.1137839306009,Line 3,1004,1.8490045588975275,33.0
1378,1379,2023-02-27 10:00:00,200.29531055435191,4837.319881248367,5.126640231779887,1530.4752380009065,93.93310924156671,49.658809007291936,20.324558460100146,,Day,106.0,,Line 2,972,2.088473928978493,31.0
